entry_id,line,section,subsection,group,venue_label,title,paper_url,code_labeled_url,primary_key,normalized_title,code_label_points_to_paper,verification
R0197,391,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2025,A Survey of AI Agent Protocols,https://arxiv.org/abs/2504.16736,,arxiv:2504.16736,asurveyofaiagentprotocols,False,catalog_only
R0198,392,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2025,"A Survey of Agent Interoperability Protocols: Model Context Protocol (MCP), Agent Communication Protocol (ACP), Agent-to-Agent Protocol (A2A), and Agent Network Protocol (ANP)",https://arxiv.org/abs/2505.02279,,arxiv:2505.02279,asurveyofagentinteroperabilityprotocolsmodelcontextprotocolmcpagentcommunicationprotocolacpagenttoagentprotocola2aandagentnetworkprotocolanp,False,catalog_only
R0199,393,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2024,A Scalable Communication Protocol for Networks of Large Language Models,https://arxiv.org/abs/2410.11905,,arxiv:2410.11905,ascalablecommunicationprotocolfornetworksoflargelanguagemodels,False,catalog_only
R0200,394,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,IBM Research 2025,Agent Communication Protocol (ACP),https://research.ibm.com/projects/agent-communication-protocol,,https://research.ibm.com/projects/agent-communication-protocol,agentcommunicationprotocolacp,False,catalog_only
R0201,395,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2026,Agentic Aggregation for Parallel Scaling of Long-Horizon Agentic Tasks,https://arxiv.org/abs/2604.11753,,arxiv:2604.11753,agenticaggregationforparallelscalingoflonghorizonagentictasks,False,catalog_only
R0202,396,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2026,Agentic Test-Time Scaling for WebAgents,https://arxiv.org/abs/2602.12276,,arxiv:2602.12276,agentictesttimescalingforwebagents,False,catalog_only
R0203,397,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Orchestration,Agent protocols,arXiv 2025,LOKA Protocol: A Decentralized Framework for Trustworthy and Ethical AI Agent Ecosystems,https://arxiv.org/abs/2504.10915,,arxiv:2504.10915,lokaprotocoladecentralizedframeworkfortrustworthyandethicalaiagentecosystems,False,catalog_only
R0204,402,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Pre-defined rule-based hooks,ICSA 2025,Swiss Cheese Model for AI Safety: A Taxonomy and Reference Architecture for Multi-Layered Guardrails of Foundation Model Based Agents,https://doi.org/10.1109/ICSA65012.2025.00014,,https://doi.org/10.1109/ICSA65012.2025.00014,swisscheesemodelforaisafetyataxonomyandreferencearchitectureformultilayeredguardrailsoffoundationmodelbasedagents,False,catalog_only
R0205,403,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Pre-defined rule-based hooks,arXiv 2026,AEGIS: No Tool Call Left Unchecked — A Pre-Execution Firewall and Audit Layer for AI Agents,https://arxiv.org/abs/2603.12621,,arxiv:2603.12621,aegisnotoolcallleftuncheckedapreexecutionfirewallandauditlayerforaiagents,False,catalog_only
R0206,404,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Pre-defined rule-based hooks,arXiv 2026,Authenticated Workflows: A Systems Approach to Protecting Agentic AI,https://arxiv.org/abs/2602.10465,,arxiv:2602.10465,authenticatedworkflowsasystemsapproachtoprotectingagenticai,False,catalog_only
R0207,405,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Pre-defined rule-based hooks,arXiv 2025,Magentic-UI: Towards Human-in-the-loop Agentic Systems,https://arxiv.org/abs/2507.22358,,arxiv:2507.22358,magenticuitowardshumanintheloopagenticsystems,False,catalog_only
R0208,406,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Pre-defined rule-based hooks,NDSS 2025,IsolateGPT: An Execution Isolation Architecture for LLM-Based Agentic Systems,https://www.ndss-symposium.org/ndss-paper/isolategpt-an-execution-isolation-architecture-for-llm-based-agentic-systems/,,https://www.ndss-symposium.org/ndss-paper/isolategpt-an-execution-isolation-architecture-for-llm-based-agentic-systems,isolategptanexecutionisolationarchitectureforllmbasedagenticsystems,False,catalog_only
R0209,409,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,EMNLP 2023,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,https://arxiv.org/abs/2310.10501,https://github.com/NVIDIA/NeMo-Guardrails,arxiv:2310.10501,nemoguardrailsatoolkitforcontrollableandsafellmapplicationswithprogrammablerails,False,catalog_only
R0210,410,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,ICSE 2026,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,https://arxiv.org/abs/2503.18666,,arxiv:2503.18666,agentspeccustomizableruntimeenforcementforsafeandreliablellmagents,False,catalog_only
R0211,411,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,arXiv 2025,Progent: Securing AI Agents with Privilege Control,https://arxiv.org/abs/2504.11703,,arxiv:2504.11703,progentsecuringaiagentswithprivilegecontrol,False,catalog_only
R0212,412,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,ICML 2025,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,https://arxiv.org/abs/2406.09187,,arxiv:2406.09187,guardagentsafeguardllmagentsviaknowledgeenabledreasoning,False,catalog_only
R0213,413,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,ICML 2025,ShieldAgent: Shielding Agents via Verifiable Safety Policy Reasoning,https://arxiv.org/abs/2503.22738,,arxiv:2503.22738,shieldagentshieldingagentsviaverifiablesafetypolicyreasoning,False,catalog_only
R0214,414,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,arXiv 2023,Llama Guard: LLM-based Input-Output Safeguard for Human-AI Conversations,https://arxiv.org/abs/2312.06674,https://github.com/meta-llama/PurpleLlama,arxiv:2312.06674,llamaguardllmbasedinputoutputsafeguardforhumanaiconversations,False,catalog_only
R0215,415,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,arXiv 2025,LlamaFirewall: An open source guardrail system for building secure AI agents,https://arxiv.org/abs/2505.03574,,arxiv:2505.03574,llamafirewallanopensourceguardrailsystemforbuildingsecureaiagents,False,catalog_only
R0216,416,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,SaTML 2026,Defeating Prompt Injections by Design,https://arxiv.org/abs/2503.18813,,arxiv:2503.18813,defeatingpromptinjectionsbydesign,False,catalog_only
R0217,417,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,ICLR 2026 Workshop (VerifAI-2),Enforcing Temporal Constraints for LLM Agents,https://arxiv.org/abs/2512.23738,,arxiv:2512.23738,enforcingtemporalconstraintsforllmagents,False,catalog_only
R0218,418,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,NeurIPS 2025 Workshop (RegML),Policy-as-Prompt: Turning AI Governance Rules into Guardrails for AI Agents,https://arxiv.org/abs/2509.23994,,arxiv:2509.23994,policyaspromptturningaigovernancerulesintoguardrailsforaiagents,False,catalog_only
R0219,419,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,arXiv 2026,Formal Policy Enforcement for Real-World Agentic Systems,https://arxiv.org/abs/2602.16708,,arxiv:2602.16708,formalpolicyenforcementforrealworldagenticsystems,False,catalog_only
R0220,420,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Custom user-defined hooks,arXiv 2025,VeriGuard: Enhancing LLM Agent Safety via Verified Code Generation,https://arxiv.org/abs/2510.05156,,arxiv:2510.05156,veriguardenhancingllmagentsafetyviaverifiedcodegeneration,False,catalog_only
R0221,423,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,Nature 2024,Detecting hallucinations in large language models using semantic entropy,https://doi.org/10.1038/s41586-024-07421-0,,https://doi.org/10.1038/s41586-024-07421-0,detectinghallucinationsinlargelanguagemodelsusingsemanticentropy,False,catalog_only
R0222,424,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2025,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,https://arxiv.org/abs/2505.24201,,arxiv:2505.24201,sentinelagentgraphbasedanomalydetectioninmultiagentsystems,False,catalog_only
R0223,425,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,ACL 2025,AGrail: A Lifelong Agent Guardrail with Effective and Adaptive Safety Detection,https://arxiv.org/abs/2502.11448,,arxiv:2502.11448,agrailalifelongagentguardrailwitheffectiveandadaptivesafetydetection,False,catalog_only
R0224,426,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,ASE 2025,AdaptiveGuard: Towards Adaptive Runtime Safety for LLM-Powered Software,https://doi.org/10.1109/ASE63991.2025.00279,,https://doi.org/10.1109/ASE63991.2025.00279,adaptiveguardtowardsadaptiveruntimesafetyforllmpoweredsoftware,False,catalog_only
R0225,427,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,AAAI 2026 Workshop (TrustAgent),Agent-SafetyBench: Evaluating the Safety of LLM Agents,https://arxiv.org/abs/2412.14470,https://github.com/thu-coai/Agent-SafetyBench,arxiv:2412.14470,agentsafetybenchevaluatingthesafetyofllmagents,False,catalog_only
R0226,428,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,AISTATS 2026,Enhancing LLM Safety Through a Theoretical Minimax Game Lens,https://arxiv.org/abs/2502.05163,,arxiv:2502.05163,enhancingllmsafetythroughatheoreticalminimaxgamelens,False,catalog_only
R0227,429,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2026,Quantifying Frontier LLM Capabilities for Container Sandbox Escape,https://arxiv.org/abs/2603.02277,,arxiv:2603.02277,quantifyingfrontierllmcapabilitiesforcontainersandboxescape,False,catalog_only
R0228,430,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2026,Neuro-Symbolic Verification on Instruction Following of LLMs,https://arxiv.org/abs/2601.17789,,arxiv:2601.17789,neurosymbolicverificationoninstructionfollowingofllms,False,catalog_only
R0229,431,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,ACL 2025,Uncertainty Propagation on LLM Agent,https://arxiv.org/abs/2412.01033,,arxiv:2412.01033,uncertaintypropagationonllmagent,False,catalog_only
R0230,432,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2026,TrajAD: Trajectory Anomaly Detection for Trustworthy LLM Agents,https://arxiv.org/abs/2602.06443,,arxiv:2602.06443,trajadtrajectoryanomalydetectionfortrustworthyllmagents,False,catalog_only
R0231,433,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2025,ProbGuard: Probabilistic Runtime Monitoring for LLM Agent Safety,https://arxiv.org/abs/2508.00500,,arxiv:2508.00500,probguardprobabilisticruntimemonitoringforllmagentsafety,False,catalog_only
R0232,434,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Hooks and Middleware,Runtime-adaptive hooks,arXiv 2026,Agentic Uncertainty Quantification,https://arxiv.org/abs/2601.15703,,arxiv:2601.15703,agenticuncertaintyquantification,False,catalog_only
R0233,439,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,EMNLP 2023,SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,https://arxiv.org/abs/2303.08896,https://github.com/potsawee/selfcheckgpt,arxiv:2303.08896,selfcheckgptzeroresourceblackboxhallucinationdetectionforgenerativelargelanguagemodels,False,catalog_only
R0234,440,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,ICML 2024,Improving Factuality and Reasoning in Language Models through Multiagent Debate,https://arxiv.org/abs/2305.14325,https://github.com/composable-models/llm_multiagent_debate,arxiv:2305.14325,improvingfactualityandreasoninginlanguagemodelsthroughmultiagentdebate,False,catalog_only
R0235,441,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,ICLR 2025 Workshop (MCDC),Multi-Agent Verification: Scaling Test-Time Compute with Multiple Verifiers,https://arxiv.org/abs/2502.20379,,arxiv:2502.20379,multiagentverificationscalingtesttimecomputewithmultipleverifiers,False,catalog_only
R0236,442,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,ICLR 2025,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,https://arxiv.org/abs/2410.09024,,arxiv:2410.09024,agentharmabenchmarkformeasuringharmfulnessofllmagents,False,catalog_only
R0237,443,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,AAAI 2026 Workshop (TrustAgent),Agent-SafetyBench: Evaluating the Safety of LLM Agents,https://arxiv.org/abs/2412.14470,https://github.com/thu-coai/Agent-SafetyBench,arxiv:2412.14470,agentsafetybenchevaluatingthesafetyofllmagents,False,catalog_only
R0238,444,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,arXiv 2026,AgentDoG: A Diagnostic Guardrail Framework for AI Agent Safety and Security,https://arxiv.org/abs/2601.18491,,arxiv:2601.18491,agentdogadiagnosticguardrailframeworkforaiagentsafetyandsecurity,False,catalog_only
R0239,445,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Assessment targets,arXiv 2026,AgentDoG 1.5: A Lightweight and Scalable Alignment Framework for AI Agent Safety and Security,https://arxiv.org/abs/2605.29801,,arxiv:2605.29801,agentdog15alightweightandscalablealignmentframeworkforaiagentsafetyandsecurity,False,catalog_only
R0240,448,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,ICLR 2024,Let's Verify Step by Step,https://arxiv.org/abs/2305.20050,https://github.com/openai/prm800k,arxiv:2305.20050,letsverifystepbystep,False,catalog_only
R0241,449,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,ICLR 2024,CRITIC: Large Language Models Can Self-Correct with Tool-Interactive Critiquing,https://arxiv.org/abs/2305.11738,https://github.com/microsoft/ProphetNet/tree/master/CRITIC,arxiv:2305.11738,criticlargelanguagemodelscanselfcorrectwithtoolinteractivecritiquing,False,catalog_only
R0242,450,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,NeurIPS 2023,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,https://arxiv.org/abs/2306.05685,https://github.com/lm-sys/FastChat,arxiv:2306.05685,judgingllmasajudgewithmtbenchandchatbotarena,False,catalog_only
R0243,451,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,ICML 2025,Agent-as-a-Judge: Evaluate Agents with Agents,https://arxiv.org/abs/2410.10934,https://github.com/metauto-ai/agent-as-a-judge,arxiv:2410.10934,agentasajudgeevaluateagentswithagents,False,catalog_only
R0244,452,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,NeurIPS 2025,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,https://arxiv.org/abs/2505.15277,,arxiv:2505.15277,webshepherdadvancingprmsforreinforcingwebagents,False,catalog_only
R0245,453,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2021,Training Verifiers to Solve Math Word Problems,https://arxiv.org/abs/2110.14168,,arxiv:2110.14168,trainingverifierstosolvemathwordproblems,False,catalog_only
R0246,454,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2022,Solving math word problems with process- and outcome-based feedback,https://arxiv.org/abs/2211.14275,,arxiv:2211.14275,solvingmathwordproblemswithprocessandoutcomebasedfeedback,False,catalog_only
R0247,455,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,ICLR 2025,Generative Verifiers: Reward Modeling as Next-Token Prediction,https://openreview.net/forum?id=Ccwp4tFEtE,,https://openreview.net/forum?id=Ccwp4tFEtE,generativeverifiersrewardmodelingasnexttokenprediction,False,catalog_only
R0248,456,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2026,SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling,https://arxiv.org/abs/2604.14820,,arxiv:2604.14820,swetraceoptimizinglonghorizonsweagentsthroughrubricprocessrewardmodelsandheuristictesttimescaling,False,catalog_only
R0249,457,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2026,CollabEval: Enhancing LLM-as-a-Judge via Multi-Agent Collaboration,https://arxiv.org/abs/2603.00993,,arxiv:2603.00993,collabevalenhancingllmasajudgeviamultiagentcollaboration,False,catalog_only
R0250,458,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2026,Agentic Reward Modeling: Verifying GUI Agent via Online Proactive Interaction,https://arxiv.org/abs/2602.00575,,arxiv:2602.00575,agenticrewardmodelingverifyingguiagentviaonlineproactiveinteraction,False,catalog_only
R0251,459,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,arXiv 2026,Agent-as-a-Judge,https://arxiv.org/abs/2601.05111,,arxiv:2601.05111,agentasajudge,False,catalog_only
R0252,460,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verification levels,COLM 2025,Putting the Value Back in RL: Better Test-Time Scaling by Unifying LLM Reasoners With Verifiers,https://arxiv.org/abs/2505.04842,,arxiv:2505.04842,puttingthevaluebackinrlbettertesttimescalingbyunifyingllmreasonerswithverifiers,False,catalog_only
R0253,463,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,ACL 2024,Math-Shepherd: Verify and Reinforce LLMs Step-by-step without Human Annotations,https://arxiv.org/abs/2312.08935,,arxiv:2312.08935,mathshepherdverifyandreinforcellmsstepbystepwithouthumanannotations,False,catalog_only
R0254,464,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,ICML 2025,Free Process Rewards without Process Labels,https://arxiv.org/abs/2412.01981,https://github.com/PRIME-RL/ImplicitPRM,arxiv:2412.01981,freeprocessrewardswithoutprocesslabels,False,catalog_only
R0255,465,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,ICML 2024,"Language Agent Tree Search Unifies Reasoning, Acting, and Planning in Language Models",https://arxiv.org/abs/2310.04406,https://github.com/lapisrocks/LanguageAgentTreeSearch,arxiv:2310.04406,languageagenttreesearchunifiesreasoningactingandplanninginlanguagemodels,False,catalog_only
R0256,466,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,NeurIPS 2024,ReST-MCTS*: LLM Self-Training via Process Reward Guided Tree Search,https://arxiv.org/abs/2406.03816,https://github.com/THUDM/ReST-MCTS,arxiv:2406.03816,restmctsllmselftrainingviaprocessrewardguidedtreesearch,False,catalog_only
R0257,467,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,ICLR 2025,Scaling LLM Test-Time Compute Optimally Can be More Effective than Scaling Parameters for Reasoning,https://arxiv.org/abs/2408.03314,,arxiv:2408.03314,scalingllmtesttimecomputeoptimallycanbemoreeffectivethanscalingparametersforreasoning,False,catalog_only
R0258,468,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,arXiv 2025,MCTS-Judge: Test-Time Scaling in LLM-as-a-Judge for Code Correctness Evaluation,https://arxiv.org/abs/2502.12468,,arxiv:2502.12468,mctsjudgetesttimescalinginllmasajudgeforcodecorrectnessevaluation,False,catalog_only
R0259,469,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,arXiv 2026,Scaling Medical Reasoning Verification via Tool-Integrated Reinforcement Learning,https://arxiv.org/abs/2601.20221,,arxiv:2601.20221,scalingmedicalreasoningverificationviatoolintegratedreinforcementlearning,False,catalog_only
R0260,470,Harnesses: Externalizing Long-Horizon Capability (Pillar I),Verification,Verifier strategies,NeurIPS 2025,Wider or Deeper? Scaling LLM Inference-Time Compute with Adaptive Branching Tree Search,https://arxiv.org/abs/2503.04412,,arxiv:2503.04412,widerordeeperscalingllminferencetimecomputewithadaptivebranchingtreesearch,False,catalog_only
R0261,484,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2020,Longformer: The Long-Document Transformer,https://arxiv.org/abs/2004.05150,https://github.com/allenai/longformer,arxiv:2004.05150,longformerthelongdocumenttransformer,False,catalog_only
R0262,485,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,NeurIPS 2020,Big Bird: Transformers for Longer Sequences,https://arxiv.org/abs/2007.14062,,arxiv:2007.14062,bigbirdtransformersforlongersequences,False,catalog_only
R0263,486,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,COLM 2024,Mamba: Linear-Time Sequence Modeling with Selective State Spaces,https://arxiv.org/abs/2312.00752,https://github.com/state-spaces/mamba,arxiv:2312.00752,mambalineartimesequencemodelingwithselectivestatespaces,False,catalog_only
R0264,487,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,ICML 2024,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,https://arxiv.org/abs/2405.21060,https://github.com/state-spaces/mamba,arxiv:2405.21060,transformersaressmsgeneralizedmodelsandefficientalgorithmsthroughstructuredstatespaceduality,False,catalog_only
R0265,488,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,EMNLP 2023,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints,https://arxiv.org/abs/2305.13245,,arxiv:2305.13245,gqatraininggeneralizedmultiquerytransformermodelsfrommultiheadcheckpoints,False,catalog_only
R0266,489,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2024,DeepSeek-V3 Technical Report,https://arxiv.org/abs/2412.19437,https://github.com/deepseek-ai/DeepSeek-V3,arxiv:2412.19437,deepseekv3technicalreport,False,catalog_only
R0267,490,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,ICLR 2025,Jamba: Hybrid Transformer-Mamba Language Models,https://arxiv.org/abs/2403.19887,,arxiv:2403.19887,jambahybridtransformermambalanguagemodels,False,catalog_only
R0268,491,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,"Kimi Linear: An Expressive, Efficient Attention Architecture",https://arxiv.org/abs/2510.26692,,arxiv:2510.26692,kimilinearanexpressiveefficientattentionarchitecture,False,catalog_only
R0269,492,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,ICML 2024,EAGLE: Speculative Sampling Requires Rethinking Feature Uncertainty,https://arxiv.org/abs/2401.15077,https://github.com/SafeAILab/EAGLE,arxiv:2401.15077,eaglespeculativesamplingrequiresrethinkingfeatureuncertainty,False,catalog_only
R0270,493,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,ICML 2023,Fast Inference from Transformers via Speculative Decoding,https://arxiv.org/abs/2211.17192,,arxiv:2211.17192,fastinferencefromtransformersviaspeculativedecoding,False,catalog_only
R0271,494,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,MoBA: Mixture of Block Attention for Long-Context LLMs,https://arxiv.org/abs/2502.13189,,arxiv:2502.13189,mobamixtureofblockattentionforlongcontextllms,False,catalog_only
R0272,495,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,Seed Diffusion: A Large-Scale Diffusion Language Model with High-Speed Inference,https://arxiv.org/abs/2508.02193,,arxiv:2508.02193,seeddiffusionalargescalediffusionlanguagemodelwithhighspeedinference,False,catalog_only
R0273,496,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2019,Fast Transformer Decoding: One Write-Head is All You Need,https://arxiv.org/abs/1911.02150,,arxiv:1911.02150,fasttransformerdecodingonewriteheadisallyouneed,False,catalog_only
R0274,497,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2020,Linformer: Self-Attention with Linear Complexity,https://arxiv.org/abs/2006.04768,,arxiv:2006.04768,linformerselfattentionwithlinearcomplexity,False,catalog_only
R0275,498,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2023,Retentive Network: A Successor to Transformer for Large Language Models,https://arxiv.org/abs/2307.08621,,arxiv:2307.08621,retentivenetworkasuccessortotransformerforlargelanguagemodels,False,catalog_only
R0276,499,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2023,Mistral 7B,https://arxiv.org/abs/2310.06825,,arxiv:2310.06825,mistral7b,False,catalog_only
R0277,500,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2024,ChatGLM: A Family of Large Language Models from GLM-130B to GLM-4 All Tools,https://arxiv.org/abs/2406.12793,,arxiv:2406.12793,chatglmafamilyoflargelanguagemodelsfromglm130btoglm4alltools,False,catalog_only
R0278,501,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2024,Gemma 2: Improving Open Language Models at a Practical Size,https://arxiv.org/abs/2408.00118,,arxiv:2408.00118,gemma2improvingopenlanguagemodelsatapracticalsize,False,catalog_only
R0279,502,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,Gemma 3 Technical Report,https://arxiv.org/abs/2503.19786,,arxiv:2503.19786,gemma3technicalreport,False,catalog_only
R0280,503,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2024,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",https://arxiv.org/abs/2405.04434,,arxiv:2405.04434,deepseekv2astrongeconomicalandefficientmixtureofexpertslanguagemodel,False,catalog_only
R0281,504,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,"GLM-4.5: Agentic, Reasoning, and Coding (ARC) Foundation Models",https://arxiv.org/abs/2508.06471,,arxiv:2508.06471,glm45agenticreasoningandcodingarcfoundationmodels,False,catalog_only
R0282,505,Optimization: Internalizing Long-Horizon Capability (Pillar II),Architectural Substrate,,arXiv 2025,Qwen3 Technical Report,https://arxiv.org/abs/2505.09388,,arxiv:2505.09388,qwen3technicalreport,False,catalog_only
R0283,509,Optimization: Internalizing Long-Horizon Capability (Pillar II),Data and Environment Synthesis,,ICLR 2026,TaskCraft: Automated Generation of Agentic Tasks,https://arxiv.org/abs/2506.10055,https://github.com/OPPO-PersonalAI/TaskCraft,arxiv:2506.10055,taskcraftautomatedgenerationofagentictasks,False,catalog_only
R0284,510,Optimization: Internalizing Long-Horizon Capability (Pillar II),Data and Environment Synthesis,,ICLR 2026,WebShaper: Agentically Data Synthesizing via Information-Seeking Formalization,https://arxiv.org/abs/2507.15061,https://github.com/Alibaba-NLP/DeepResearch,arxiv:2507.15061,webshaperagenticallydatasynthesizingviainformationseekingformalization,False,catalog_only
